date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:28:17	366835/366835	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202020%2007:28:17%20GMT	https://clany.vamtam.com/	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/index.html	(from )
09:28:17	122/122	---MCZ	200	added ('OK')	text/plain	date:Mon,%2027%20Apr%202020%2007:28:17%20GMT	https://clany.vamtam.com/robots.txt		(from )
09:28:18	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2027%20Apr%202020%2007:28:19%20GMT	https://clany.vamtam.com/xmlrpc.php	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/xmlrpc.php	(from https://clany.vamtam.com/)
09:28:18	18544/18544	---M--	200	added ('OK')	image/gif	etag:%225be2f48d-4870%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/images/loader-ring.gif	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/images/loader-ring.gif	(from https://clany.vamtam.com/)
09:28:19	8581/8581	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22bb4f7b03672a3f9a3acb7c6c36ec963b%22	https://clany.vamtam.com/feed/	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/feed/index.html	(from https://clany.vamtam.com/)
09:28:20	41467/41467	---MCZ	200	added ('OK')	text/css	etag:W/%225df2a2c1-a1fb%22	https://clany.vamtam.com/wp-includes/css/dist/block-library/style.min.css?ver=5.3.2	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-includes/css/dist/block-library/style.min9dff.css	(from https://clany.vamtam.com/)
09:28:20	7311/7311	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22f42b938e1578a9d00d1eef89337e241e%22	https://clany.vamtam.com/comments/feed/	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/comments/feed/index.html	(from https://clany.vamtam.com/)
09:28:20	56178/56178	---MCZ	200	added ('OK')	text/css	etag:W/%225e4554fc-e8f7%22	https://clany.vamtam.com/wp-content/uploads/bb-plugin/cache/11419-layout.css?ver=62909e9b4b3045bbcae2a810a79e0e4c	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/uploads/bb-plugin/cache/11419-layoutffbb.css	(from https://clany.vamtam.com/)
09:28:20	47925/47925	---MCZ	200	added ('OK')	text/css	etag:W/%225db74772-e1a2%22	https://clany.vamtam.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.5	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/plugins/revslider/public/assets/css/rs6b5e1.css	(from https://clany.vamtam.com/)
09:28:21	44696/44696	---MCZ	200	added ('OK')	application/x-ttf	etag:W/%225d724019-ae98%22	https://clany.vamtam.com/wp-includes/fonts/dashicons.ttf	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-includes/fonts/dashicons.ttf	(from https://clany.vamtam.com/)
09:28:21	108437/108437	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d724019-1a795%22	https://clany.vamtam.com/wp-includes/fonts/dashicons.svg	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-includes/fonts/dashicons.svg	(from https://clany.vamtam.com/)
09:28:22	26124/26124	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225be2de76-660c%22	https://clany.vamtam.com/wp-includes/fonts/dashicons.woff	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-includes/fonts/dashicons.woff	(from https://clany.vamtam.com/)
09:28:23	222712/222712	---MCZ	200	added ('OK')	text/css	etag:W/%225e47e60a-366b6%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/all.css?ver=1581600520	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/all8f5f.css	(from https://clany.vamtam.com/)
09:28:23	71044/71044	---M--	200	added ('OK')	font/woff2	etag:%225e454e88-11584%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/icons/icomoon.woff2	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/icons/icomoon.woff2	(from https://clany.vamtam.com/)
09:28:23	205804/205804	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225e454e88-323ec%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/icons/icomoon.woff	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/icons/icomoon.woff	(from https://clany.vamtam.com/)
09:28:25	205728/205728	---MCZ	200	added ('OK')	application/x-ttf	etag:W/%225e454e88-323a0%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/icons/icomoon.ttf	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/icons/icomoon.ttf	(from https://clany.vamtam.com/)
09:28:27	131892/131892	---M--	200	added ('OK')	font/woff2	etag:%225e454e88-20334%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/theme-icons/theme-icons.woff2	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/theme-icons/theme-icons.woff2	(from https://clany.vamtam.com/)
09:28:27	8184/8184	---MCZ	200	added ('OK')	text/css	etag:W/%225d724015-1ff8%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/mobile-header.css?ver=1581600520	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/mobile-header8f5f.css	(from https://clany.vamtam.com/)
09:28:27	347800/347800	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225db74772-54e98%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/theme-icons/theme-icons.woff	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/fonts/theme-icons/theme-icons.woff	(from https://clany.vamtam.com/)
09:28:27	204/204	---MCZ	200	added ('OK')	text/css	etag:W/%225cc1fd1d-cc%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-max-low.css?ver=1581600520	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-max-low8f5f.css	(from https://clany.vamtam.com/)
09:28:28	1327/1327	---MCZ	200	added ('OK')	text/css	etag:W/%225d8a515a-52f%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-max.css?ver=1581600520	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-max8f5f.css	(from https://clany.vamtam.com/)
09:28:28	18587/18587	---MCZ	200	added ('OK')	text/css	etag:W/%225e454e88-489f%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-below-max.css?ver=1581600520	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-below-max8f5f.css	(from https://clany.vamtam.com/)
09:28:29	5913/5913	---MCZ	200	added ('OK')	text/css	etag:W/%225e454e88-1727%22	https://clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-small.css?ver=1581600520	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/themes/clany/vamtam/assets/css/dist/responsive/layout-small8f5f.css	(from https://clany.vamtam.com/)
09:28:30	96866/96866	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d70f66c-17a69%22	https://clany.vamtam.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-includes/js/jquery/jquery4a5f.js	(from https://clany.vamtam.com/)
09:28:31	157754/157754	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202020%2007:28:32%20GMT	https://clany.vamtam.com/wp-json/	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-json/index.html	(from https://clany.vamtam.com/)
09:28:31	810/810	---MCZ	200	added ('OK')	text/xml	date:Mon,%2027%20Apr%202020%2007:28:32%20GMT	https://clany.vamtam.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/xmlrpc0db0.php	(from https://clany.vamtam.com/)
09:28:31	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%225be2de76-415%22	https://clany.vamtam.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-includes/wlwmanifest.xml	(from https://clany.vamtam.com/)
09:28:32	2209/2209	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202020%2007:28:33%20GMT	https://clany.vamtam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclany.vamtam.com%2F	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-json/oembed/1.0/embeda545.json	(from https://clany.vamtam.com/)
09:28:33	2308/2308	---MCZ	200	added ('OK')	text/xml	date:Mon,%2027%20Apr%202020%2007:28:34%20GMT	https://clany.vamtam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclany.vamtam.com%2F&format=xml	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-json/oembed/1.0/embed4e1c	(from https://clany.vamtam.com/)
09:28:33	1356/1356	---M--	200	added ('OK')	image/png	etag:%225bf73121-54c%22	https://clany.vamtam.com/wp-content/uploads/2018/07/cropped-Fav_ivon_Clany-32x32.png	C:/My%20Web%20Sites/cleaning/clany.vamtam.com/wp-content/uploads/2018/07/cropped-Fav_ivon_Clany-32x32.png	(from https://clany.vamtam.com/)
